activity_id,deal_id,activity_type,activity_date,details
226,67,email,2026-02-18,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Information hotel add upon.""}"
227,67,email,2026-02-26,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Future tough think quickly dinner.""}"
228,67,email,2026-03-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Number beat coach.""}"
229,68,email,2025-09-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Whatever nature between over network against.""}"
230,68,email,2025-09-29,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""My player watch moment.""}"
231,69,email,2025-07-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Billion dream air.""}"
232,69,email,2025-07-27,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Best other address away worker these notice single.""}"
233,69,meeting,2025-08-06,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Lose people it live live most.""}"
234,69,meeting,2025-08-09,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Environment begin career account yourself free.""}"
235,70,call,2025-10-19,"{""call_duration"": 407, ""outcome"": ""negative"", ""notes"": ""Company our our who billion own other.""}"
236,71,meeting,2025-05-05,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Above think together central.""}"
237,72,meeting,2025-12-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Fight police study type project old those.""}"
238,72,meeting,2025-12-19,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Activity challenge north.""}"
239,72,meeting,2025-12-26,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Its Congress a dog process allow something.""}"
240,73,meeting,2025-10-28,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Decade trial result put political product.""}"
241,73,call,2025-11-06,"{""call_duration"": 245, ""outcome"": ""positive"", ""notes"": ""Pull poor apply deep.""}"
242,74,call,2025-11-23,"{""call_duration"": 271, ""outcome"": ""positive"", ""notes"": ""Respond raise production hotel should.""}"
243,74,email,2025-11-26,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""His decision keep pay better north.""}"
244,74,call,2025-12-02,"{""call_duration"": 599, ""outcome"": ""positive"", ""notes"": ""Else performance provide.""}"
245,74,meeting,2025-12-05,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Political senior sing pretty student friend.""}"
246,75,email,2025-06-03,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Gas kid pay at.""}"
247,76,demo,2025-11-22,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Cell discuss little house office whose dinner.""}"
248,77,demo,2025-12-31,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Court forget shake everyone imagine lot reduce.""}"
249,78,email,2025-06-20,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Run drive three few security.""}"
250,78,call,2025-06-27,"{""call_duration"": 96, ""outcome"": ""positive"", ""notes"": ""Age admit market act red political include.""}"
251,78,meeting,2025-07-01,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Move upon prevent.""}"
252,79,demo,2025-09-11,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Thousand notice season expert.""}"
253,79,email,2025-09-15,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Nothing more focus opportunity.""}"
254,79,meeting,2025-09-20,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""A half political bit hair.""}"
255,79,email,2025-09-25,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Live skill every office few happen.""}"
256,79,demo,2025-09-28,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Kitchen such movement business exactly daughter power.""}"
257,80,call,2025-10-09,"{""call_duration"": 87, ""outcome"": ""positive"", ""notes"": ""Off during eye it threat pattern agreement.""}"
258,80,demo,2025-10-12,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""High over concern third example gun look effort.""}"
259,80,call,2025-10-15,"{""call_duration"": 141, ""outcome"": ""neutral"", ""notes"": ""Focus identify we build memory message center.""}"
260,80,meeting,2025-10-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""High music create quickly task help carry.""}"
261,80,demo,2025-10-24,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Reveal view coach eat.""}"
262,80,meeting,2025-10-30,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Ever third assume party later blood office.""}"
263,81,email,2025-08-20,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Change popular technology between.""}"
264,81,call,2025-08-28,"{""call_duration"": 88, ""outcome"": ""positive"", ""notes"": ""Place watch stand note.""}"
265,81,meeting,2025-08-30,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Down education operation argue.""}"
266,81,email,2025-09-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Research serious concern drive young.""}"
267,81,demo,2025-09-11,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""No shoulder manage program.""}"
268,82,demo,2026-01-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Yourself detail watch.""}"
269,82,call,2026-01-30,"{""call_duration"": 73, ""outcome"": ""positive"", ""notes"": ""Beyond believe gun at somebody body prevent.""}"
270,82,demo,2026-01-31,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Most well usually program assume ask eye.""}"
271,83,demo,2025-06-21,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""State arm tree drug.""}"
272,83,demo,2025-07-01,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Reality consumer next system.""}"
273,83,meeting,2025-07-09,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Have close effort tend ready doctor leave.""}"
274,83,meeting,2025-07-12,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Down line officer seek.""}"
275,84,demo,2025-09-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Short word wall make himself social walk significant.""}"
276,84,demo,2025-09-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Lay yard book.""}"
277,84,email,2025-09-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Push condition environmental arm.""}"
278,85,email,2026-02-14,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""That police have.""}"
279,86,demo,2025-08-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Collection consumer marriage second.""}"
280,86,demo,2025-08-19,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Base change free his trouble single.""}"
281,86,demo,2025-08-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Message benefit may process.""}"
282,87,meeting,2025-03-29,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Station thought must everybody.""}"
283,87,meeting,2025-04-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Fire risk identify apply style determine.""}"
284,87,demo,2025-04-12,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Song serve report anything teach people.""}"
285,87,email,2025-04-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""He design use father.""}"
286,87,call,2025-04-17,"{""call_duration"": 240, ""outcome"": ""neutral"", ""notes"": ""Almost whether accept eat.""}"
287,87,demo,2025-04-18,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Range south can third stuff wear.""}"
288,88,email,2025-05-29,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Anyone military daughter phone paper sea health.""}"
289,88,call,2025-06-06,"{""call_duration"": 327, ""outcome"": ""positive"", ""notes"": ""Language country less people anything across face name.""}"
290,88,demo,2025-06-11,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Campaign region recently hot keep will.""}"
291,89,email,2025-04-22,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Rich try term where resource measure sign red.""}"
292,90,demo,2025-03-25,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Here add serve peace citizen want.""}"
293,90,email,2025-03-26,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Sense open couple participant food open live.""}"
294,90,meeting,2025-04-01,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Loss prepare moment feel American girl.""}"
295,90,email,2025-04-02,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Establish change while teach especially help forget size.""}"
296,90,demo,2025-04-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Similar summer on city rise.""}"
297,91,email,2025-10-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Stop industry as case.""}"
298,91,email,2025-10-24,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Specific health mind rule receive whatever.""}"
299,91,demo,2025-10-30,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""None pretty former particular road.""}"
300,91,email,2025-11-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""And room memory their country result.""}"
301,92,meeting,2025-10-01,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Collection society Mr our figure impact.""}"
302,92,meeting,2025-10-08,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Activity modern well station they.""}"
303,93,demo,2026-01-17,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Soldier citizen campaign bag.""}"
304,93,meeting,2026-01-21,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Skill three tough politics above TV.""}"
305,94,meeting,2025-07-20,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Off attack appear green maintain where.""}"
306,95,email,2026-02-28,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Never personal hospital commercial message seat.""}"
307,96,call,2025-07-07,"{""call_duration"": 410, ""outcome"": ""positive"", ""notes"": ""Public their stock standard.""}"
308,97,email,2026-03-19,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Rock star child something which.""}"
309,97,email,2026-03-26,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Strong partner baby thing piece.""}"
310,97,email,2026-04-02,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Candidate whether above third.""}"
311,97,demo,2026-04-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Large almost own ever here.""}"
312,97,meeting,2026-04-19,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Institution this final head include them five.""}"
313,98,meeting,2025-09-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Or know affect mind future glass.""}"
314,98,demo,2025-09-09,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Condition concern north.""}"
315,98,email,2025-09-15,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Other discussion buy boy song far save.""}"
316,99,meeting,2026-03-13,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Myself wind because guess send network increase.""}"
317,99,demo,2026-03-21,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""System early buy huge.""}"
318,99,demo,2026-03-27,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Response task development serve former require.""}"
319,99,meeting,2026-04-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Like others field one nearly party.""}"
320,99,email,2026-04-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Left world lawyer.""}"
321,100,demo,2026-01-31,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Great resource police member according.""}"
322,100,call,2026-02-09,"{""call_duration"": 105, ""outcome"": ""negative"", ""notes"": ""History pick herself total television citizen degree.""}"
323,100,demo,2026-02-11,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""But short time father physical need specific.""}"
324,100,demo,2026-02-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Assume boy student necessary.""}"
325,100,meeting,2026-02-20,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Age ready model would identify black attack.""}"
326,101,demo,2025-05-31,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""End home leg.""}"
327,101,meeting,2025-06-08,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Teach woman case process see wind.""}"
328,102,demo,2026-02-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Fear by special for future animal.""}"
329,102,email,2026-02-24,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Serious method building investment include occur.""}"
330,102,call,2026-03-05,"{""call_duration"": 76, ""outcome"": ""neutral"", ""notes"": ""Heart believe ready sure according.""}"
331,103,meeting,2026-02-13,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Could candidate away.""}"
332,103,call,2026-02-14,"{""call_duration"": 240, ""outcome"": ""positive"", ""notes"": ""For fight thus model where yourself sound hundred.""}"
333,103,meeting,2026-02-24,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""For section fight perhaps only weight trade draw.""}"
334,103,demo,2026-02-27,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Tough property yes.""}"
335,103,meeting,2026-02-28,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Drive financial particular away.""}"
336,104,demo,2025-05-17,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Product important husband career other.""}"
337,104,meeting,2025-05-26,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Everyone record about player.""}"
338,104,meeting,2025-06-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Community material PM have.""}"
339,104,call,2025-06-08,"{""call_duration"": 534, ""outcome"": ""negative"", ""notes"": ""Price spring drive process.""}"
340,104,meeting,2025-06-12,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Almost their language receive performance challenge eat.""}"
341,105,meeting,2025-07-02,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Send ground responsibility baby organization foreign.""}"
342,106,meeting,2025-10-14,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Go hotel tax leader hear kitchen.""}"
343,106,meeting,2025-10-20,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Financial main your mention.""}"
344,106,call,2025-10-30,"{""call_duration"": 77, ""outcome"": ""neutral"", ""notes"": ""Beyond food writer fight six.""}"
345,106,call,2025-11-08,"{""call_duration"": 353, ""outcome"": ""positive"", ""notes"": ""Economy a never near raise leave.""}"
346,106,demo,2025-11-11,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Rather prove professional seat early grow.""}"
347,106,demo,2025-11-20,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Both since she consumer street person.""}"
348,106,email,2025-11-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Firm ahead through forward.""}"
349,107,call,2025-10-13,"{""call_duration"": 318, ""outcome"": ""negative"", ""notes"": ""Establish deep manager mind.""}"
350,108,call,2026-02-27,"{""call_duration"": 336, ""outcome"": ""negative"", ""notes"": ""Form he two second case.""}"
351,109,email,2025-05-21,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Team activity gas interesting former price Congress.""}"
352,109,meeting,2025-05-30,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Radio foot product guess across reveal.""}"
353,109,demo,2025-06-02,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Performance though finish day team sense feel per.""}"
354,110,demo,2025-09-04,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""President another some stock trial.""}"
355,110,call,2025-09-10,"{""call_duration"": 432, ""outcome"": ""positive"", ""notes"": ""Including college system behavior.""}"
356,111,call,2025-09-05,"{""call_duration"": 306, ""outcome"": ""neutral"", ""notes"": ""Type lay high reflect.""}"
357,111,call,2025-09-11,"{""call_duration"": 83, ""outcome"": ""neutral"", ""notes"": ""Capital wonder behavior institution church watch.""}"
358,111,email,2025-09-12,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Interest worry begin.""}"
359,112,call,2026-03-06,"{""call_duration"": 316, ""outcome"": ""positive"", ""notes"": ""From recent sport expert.""}"
360,113,demo,2025-09-04,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Process traditional debate away sport.""}"
361,113,meeting,2025-09-05,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Stop once two fine wind.""}"
362,113,meeting,2025-09-15,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Subject finally field government air agent listen.""}"
363,114,demo,2025-11-08,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Purpose laugh benefit Mr meeting you.""}"
364,114,meeting,2025-11-15,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Effect professional employee after.""}"
365,115,email,2025-05-25,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""None radio senior recent inside left.""}"
366,115,meeting,2025-05-31,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Indeed country today.""}"
367,115,meeting,2025-06-06,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Avoid painting expert become successful be measure.""}"
368,116,demo,2025-07-20,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Space vote hospital discussion.""}"
369,116,email,2025-07-30,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Positive cell teacher American face small course blue.""}"
370,116,meeting,2025-08-09,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Expect father since fear serve process.""}"
371,116,demo,2025-08-19,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Open medical continue first real will.""}"
372,117,demo,2026-02-17,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Measure whole yes guess.""}"
373,117,call,2026-02-18,"{""call_duration"": 104, ""outcome"": ""positive"", ""notes"": ""Family marriage partner.""}"
374,117,email,2026-02-25,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Each officer himself success yard day security our.""}"
375,117,call,2026-02-26,"{""call_duration"": 457, ""outcome"": ""neutral"", ""notes"": ""Father message sport computer very available.""}"
376,117,demo,2026-03-01,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Many those every.""}"
377,117,demo,2026-03-11,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Civil computer work home ago personal.""}"
378,117,demo,2026-03-19,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Between TV join operation responsibility dark.""}"
379,118,demo,2026-02-19,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Yard everyone over sport country.""}"
380,118,email,2026-02-24,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Run action rule only discover early drive.""}"
381,118,call,2026-02-27,"{""call_duration"": 429, ""outcome"": ""neutral"", ""notes"": ""Cup stage personal property heart pressure various.""}"
382,119,call,2025-09-02,"{""call_duration"": 369, ""outcome"": ""neutral"", ""notes"": ""Money wrong after up.""}"
383,119,call,2025-09-04,"{""call_duration"": 546, ""outcome"": ""negative"", ""notes"": ""Middle fish gas hour wrong.""}"
384,119,call,2025-09-14,"{""call_duration"": 158, ""outcome"": ""positive"", ""notes"": ""Imagine foot phone effort large firm support five.""}"
385,119,demo,2025-09-21,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Impact reach however growth rich address.""}"
386,120,email,2025-03-23,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Another that store property former.""}"
387,120,call,2025-03-26,"{""call_duration"": 178, ""outcome"": ""neutral"", ""notes"": ""Foreign baby play good sense without.""}"
388,120,email,2025-03-31,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Carry stay option arm address bit nice.""}"
389,121,call,2025-05-20,"{""call_duration"": 501, ""outcome"": ""negative"", ""notes"": ""Home accept watch I surface nearly.""}"
390,121,demo,2025-05-28,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Collection less even mention speech.""}"
391,121,demo,2025-05-30,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Everybody test other fly capital skill.""}"
392,122,meeting,2025-12-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Total part animal well despite exactly.""}"
393,122,demo,2025-12-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Note while now down safe military daughter.""}"
394,123,email,2025-04-25,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Whole board record drug ground issue research early.""}"
395,124,email,2026-03-12,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Word exactly interest event huge during.""}"
396,125,email,2025-09-17,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Often race land example concern.""}"
397,125,meeting,2025-09-20,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Discover seek above street southern together.""}"
398,125,call,2025-09-21,"{""call_duration"": 212, ""outcome"": ""positive"", ""notes"": ""Argue clearly allow personal.""}"
399,125,demo,2025-09-28,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Food upon could spend establish place.""}"
400,125,call,2025-10-01,"{""call_duration"": 497, ""outcome"": ""positive"", ""notes"": ""Stay next Democrat six leave cause night movement.""}"
401,126,meeting,2026-02-27,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Science city character go spend deal.""}"
402,126,email,2026-03-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""They name could table husband field type natural.""}"
403,126,email,2026-03-09,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Trial involve everything threat put.""}"
404,126,email,2026-03-17,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Leg term player a.""}"
405,126,meeting,2026-03-23,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Heavy school check home dog really cup since.""}"
406,127,demo,2025-09-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Great guy day four your good.""}"
407,127,call,2025-09-10,"{""call_duration"": 322, ""outcome"": ""negative"", ""notes"": ""Approach close career despite get.""}"
408,127,call,2025-09-13,"{""call_duration"": 554, ""outcome"": ""neutral"", ""notes"": ""Happen money pretty power set true.""}"
409,128,demo,2025-12-26,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Response already anyone once.""}"
410,128,email,2026-01-04,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Interesting student send change seek.""}"
411,128,email,2026-01-09,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Medical state very party example result various.""}"
412,129,email,2025-11-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Send center notice among life phone.""}"
413,129,meeting,2025-11-12,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Positive reflect stay station.""}"
414,130,meeting,2025-05-04,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Second fight soldier structure pressure.""}"
415,130,email,2025-05-09,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Late brother decide fund individual.""}"
416,130,meeting,2025-05-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Prove mother subject physical politics man.""}"
417,130,email,2025-05-23,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Reflect while plan up great strategy box.""}"
418,131,meeting,2025-05-02,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""During seat decision safe truth.""}"
419,131,call,2025-05-09,"{""call_duration"": 495, ""outcome"": ""neutral"", ""notes"": ""Receive choose now.""}"
420,131,meeting,2025-05-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Strong why only article economy check nothing.""}"
421,132,email,2025-10-23,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Gas major degree including.""}"
422,133,call,2025-05-22,"{""call_duration"": 112, ""outcome"": ""neutral"", ""notes"": ""Father story measure per interesting one color.""}"
423,133,email,2025-05-31,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Per imagine management cost series president send value.""}"
424,134,demo,2025-03-26,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Off remain western.""}"
425,134,meeting,2025-03-31,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Give article popular positive animal where exactly.""}"
426,134,email,2025-04-05,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Themselves than picture PM my.""}"
427,134,demo,2025-04-07,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Agree beyond recognize law head.""}"
428,134,demo,2025-04-11,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Star floor throw western much.""}"
429,134,email,2025-04-20,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Within south six cost sign.""}"
430,134,demo,2025-04-25,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Yes group each audience.""}"
431,135,call,2026-01-17,"{""call_duration"": 408, ""outcome"": ""positive"", ""notes"": ""Visit win receive area forget amount admit town.""}"
432,135,call,2026-01-27,"{""call_duration"": 126, ""outcome"": ""neutral"", ""notes"": ""Want give sound method occur white.""}"
433,135,email,2026-01-28,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Once might firm.""}"
434,135,demo,2026-02-02,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Race him fight personal theory police never individual.""}"
435,136,meeting,2025-04-16,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Or process up.""}"
436,136,call,2025-04-21,"{""call_duration"": 509, ""outcome"": ""neutral"", ""notes"": ""Himself sort quite often.""}"
437,137,call,2025-11-19,"{""call_duration"": 335, ""outcome"": ""positive"", ""notes"": ""Ask since realize.""}"
438,137,meeting,2025-11-27,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Show interest serve discussion drop.""}"
439,137,email,2025-12-04,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Foreign back buy than send report indeed.""}"
440,137,meeting,2025-12-12,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Realize forward she.""}"
441,137,demo,2025-12-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Own street meet by.""}"
442,138,email,2025-09-08,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Civil ahead town.""}"
443,139,meeting,2025-08-13,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Present party like offer dog material.""}"
444,139,call,2025-08-22,"{""call_duration"": 458, ""outcome"": ""neutral"", ""notes"": ""Candidate special again travel medical.""}"
445,139,meeting,2025-08-31,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Consumer chair week newspaper mean example.""}"
446,140,email,2025-07-27,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Peace tell big whom.""}"
447,141,meeting,2026-01-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Water energy safe guy commercial.""}"
448,142,call,2025-07-01,"{""call_duration"": 111, ""outcome"": ""neutral"", ""notes"": ""Cultural meet most only box.""}"
449,142,demo,2025-07-09,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Clearly fill assume age.""}"
450,142,email,2025-07-18,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Happen share lose system may.""}"
451,142,meeting,2025-07-26,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Already maybe economic security tell husband major.""}"
452,143,call,2025-03-31,"{""call_duration"": 74, ""outcome"": ""negative"", ""notes"": ""Floor yourself better table mission I.""}"
453,144,meeting,2025-07-05,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Answer ever speak day.""}"
454,144,demo,2025-07-10,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Better his bit free risk sister question.""}"
